lat,lng,pop
39.6292,118.1742,7577289.0
38.3037,116.8452,7544300.0
-6.8,39.2833,7461000.0
31.8639,117.2808,7457027.0
22.3069,114.1831,7398000.0
27.2418,111.4725,7370500.0
21.1967,110.4031,7332000.0
34.4259,115.6467,7325300.0
31.9829,120.8873,7283622.0
33.3936,120.1339,7260240.0
22.8192,108.315,7254100.0
26.8968,112.5857,7243400.0
32.9773,114.0253,7231234.0
41.8039,123.4258,7208000.0
37.0659,114.4753,7104103.0
34.2667,108.9,7090000.0
-33.45,-70.6667,7026000.0
37.3997,121.2664,6968202.0
24.65,46.71,6889000.0
34.6587,112.4245,6888500.0
25.0433,102.7061,6850000.0
28.4419,117.9633,6810700.0
30.25,120.1675,6713000.0
27.3019,105.2863,6686100.0
24.9139,118.5858,6480000.0
25.7839,-80.2102,6445545.0
31.5667,120.2833,6372624.0
30.45,114.875,6333000.0
21.6618,110.9178,6313200.0
30.7991,106.0784,6278614.0
27.705,106.9336,6270700.0
25.5102,103.8029,6155400.0
33.35,44.4167,6107000.0
32.1264,114.0672,6109106.0
23.5533,116.3649,6089400.0
15.6031,32.5265,6017000.0
40.4167,-3.7167,6006000.0
25.45,81.85,5954391.0
22.6293,110.1507,5849700.0
29.0397,111.6839,5827200.0
36.45,115.9833,5789863.0
36.1167,120.4,5775000.0
32.7936,-96.7662,5743938.0
35.2992,113.8851,5708191.0
32.0654,112.1531,5680000.0
40.0077,-75.1339,5649300.0
29.987,31.2118,5598402.0
31.7542,116.5078,5611701.0
27.3328,103.7144,5591000.0
27.8041,114.383,5573200.0
37.4513,116.3105,5568235.0
-1.2864,36.8172,5545000.0
28.6842,115.8872,5545500.0
36.2001,117.0809,5494207.0
31.2152,107.4947,5468097.0
29.7863,-95.3889,5464251.0
20.6767,-103.3475,5437000.0
26.4515,111.5953,5452100.0
33.7627,-84.4224,5449398.0
16.795,96.16,5430000.0
43.7417,-79.3733,5429524.0
46.6384,126.9808,5418153.0
59.95,30.3167,5384342.0
38.9047,-77.0163,5379184.0
47.3398,123.9512,5367003.0
33.6333,116.9683,5352924.0
23.3735,116.6941,5319028.0
34.4996,109.4684,5286077.0
31.8122,119.9692,5278121.0
1.3,103.8,5271000.0
26.0769,119.2917,5245000.0
31.2231,121.5397,5187200.0
-19.9281,-43.9419,5159000.0
24.5093,117.6612,5140000.0
35.0304,110.998,5134779.0
31.304,120.6164,5103000.0
34.35,108.7167,5096001.0
25.2667,110.2833,5085500.0
32.4831,119.9,5031000.0
5.3364,-4.0267,4980000.0
27.5494,109.9592,4979600.0
27.1172,114.9793,4956600.0
30.9273,113.911,4921000.0
33.735,113.2999,4904701.0
29.7048,116.0021,4896800.0
21.17,72.83,4875000.0
26.5794,106.7078,4881900.0
31.2,29.9167,4870000.0
33.8626,115.7742,4850657.0
-33.865,151.2094,4840600.0
23.1115,114.4152,4830000.0
33.5,119.1331,4799889.0
25.7989,113.0267,4744500.0
41.3825,2.1769,4735000.0
30.5,117.0333,4723000.0
33.9331,118.2831,4719178.0
42.3188,-71.0846,4688346.0
22.5833,113.0833,4630300.0
31.4669,104.7385,4613862.0
45.75,126.6333,4583000.0
34.7936,114.3403,4564900.0
-37.8136,144.9631,4529500.0
36.7831,118.0497,4530597.0
38.9,121.6,4480000.0
37.7348,115.686,4472000.0
28.7596,104.64,4471896.0
32.3912,119.4363,4459760.0
2.3528,-76.6819,4444444.0
-26.2044,28.0416,4434827.0
28.5833,112.3333,4413800.0
23.0961,109.6092,4409200.0
34.5906,119.1801,4393482.0
24.2998,116.1191,4378800.0
33.5992,-7.62,4370000.0
39.5196,116.7006,4358839.0
40.8108,114.8811,4345485.0
42.2663,118.9223,4341245.0
36.0812,111.5087,4316610.0
34.0244,113.8201,4307488.0
34.5328,69.1658,4273156.0
33.5722,-112.0891,4219697.0
28.8918,105.4409,4218427.0
37.8733,112.5425,4201592.0
23.05,112.4667,4151700.0
30.7083,111.2803,4137900.0
24.4797,118.0819,4110000.0
27.9814,116.3577,4047200.0
24.3264,109.4281,4041700.0
27.8407,113.1469,4020800.0
31.95,35.9333,4007526.0
21.5428,39.1728,3976000.0
32.3062,118.3115,3937868.0
27.7378,111.9974,3931800.0
31.1289,104.395,3877000.0
23.6842,113.0507,3874000.0
12.0,8.5167,3848885.0
31.334,118.3622,3842100.0
47.6211,-122.3244,3789215.0
35.4333,139.6333,3757630.0
37.3806,118.0125,3748474.0
34.3609,107.1751,3738700.0
34.8667,117.55,3729140.0
29.5872,105.0635,3702847.0
23.901,106.6194,3669400.0
52.5167,13.3833,3664088.0
41.1066,122.9895,3645884.0
36.0617,103.8318,3616163.0
35.7639,115.03,3598740.0
37.7562,-122.443,3592294.0
35.229,113.2304,3590700.0
24.6928,108.085,3545700.0
45.5089,-73.5617,3519595.0
42.3834,-83.1024,3506126.0
40.9739,117.9322,3473201.0
35.1,129.0403,3453198.0
36.7764,3.0586,3415811.0
33.0794,107.026,3416196.0
32.6351,110.7755,3398000.0
26.847,80.947,3382000.0
43.1715,124.3644,3385156.0
38.2655,109.7388,3351436.0
36.1953,113.097,3334565.0
21.95,108.6167,3304400.0
31.8576,106.7559,3283148.0
34.5809,105.7311,3262549.0
22.5333,113.35,3260000.0
30.5098,105.5737,3252619.0
29.5854,103.7575,3235759.0
32.8312,-117.1225,3220118.0
31.418,73.079,3203846.0
30.4673,106.6336,3205476.0
27.7233,109.1885,3168800.0
32.9354,117.3531,3164467.0
-17.7892,-63.1975,3151676.0
39.9398,119.5881,3146300.0
43.6172,122.264,3139153.0
41.1144,121.1292,3126463.0
32.2109,119.4551,3113384.0
43.8225,87.6125,3112559.0
23.7503,114.6923,3093900.0
26.9167,75.8667,3073350.0
38.4178,112.7233,3067501.0
23.4833,111.3167,3061100.0
9.0272,38.7369,3041002.0
41.5757,120.4486,3044641.0
-15.7939,-47.8828,3015268.0
36.3069,59.6042,3001184.0
24.8011,113.5927,2997600.0
29.375,47.98,2989000.0
22.7664,115.3331,2993600.0
14.6333,121.0333,2960048.0
44.9635,-93.2678,2977172.0
50.45,30.5236,2963199.0
15.35,44.2,2957000.0
30.0575,103.8381,2950545.0
14.6099,-90.5252,2934841.0
37.4639,126.6486,2913024.0
26.6617,119.5228,2910000.0
27.9942,-82.4451,2908063.0
46.5979,125.008,2904532.0
25.4394,119.0103,2900000.0
-6.95,107.5667,2875673.0
-7.2458,112.7378,2885555.0
-12.9708,-38.5108,2886698.0
39.7621,-104.8759,2876625.0
41.8931,12.4828,2872800.0
-16.4942,-68.1475,2867504.0
40.8151,111.6629,2866615.0
27.8431,112.9228,2864800.0
39.03,125.73,2863000.0
24.15,120.6667,2803894.0
37.5,122.1,2804771.0
35.4164,119.4331,2801013.0
44.5861,129.5997,2798723.0
22.6167,120.3,2773533.0
-2.19,-79.8875,2723665.0
42.2841,123.8365,2717732.0
26.4725,80.3311,2701324.0
35.5806,104.6263,2698624.0
25.0478,121.5319,2684567.0
26.6448,118.1728,2690000.0
29.3498,104.7645,2678899.0
23.67,116.63,2656600.0
40.6562,109.8345,2650364.0
26.0819,119.2981,2606000.0
25.0881,117.0244,2640000.0
32.6877,109.0235,2629906.0
25.1211,99.169,2627000.0
40.7094,120.8378,2623541.0
-18.9386,47.5214,2610000.0
30.1256,104.6397,2593843.0
22.335,91.8325,2581643.0
18.4764,-69.8933,2581827.0
26.2658,117.6302,2580000.0
33.535,105.349,2567718.0
40.6501,-73.9496,2559903.0
21.8556,111.9627,2555600.0
46.8081,130.3653,2552097.0
7.3964,3.9167,2550593.0
33.583,114.0109,2544266.0
23.8864,100.0871,2536000.0
6.2447,-75.5748,2529403.0
30.9475,118.7518,2532938.0
22.9242,112.0353,2526900.0
25.2697,55.3094,2502715.0
25.15,82.58,2496970.0
41.3,69.2667,2497900.0
32.4353,105.8398,2484122.0
3.44,-76.5197,2471474.0
30.2018,115.0326,2471700.0
12.3686,-1.5275,2453496.0
35.8667,128.6,2461002.0
-3.7275,-38.5275,2452185.0
3.8578,11.5181,2440462.0
4.05,9.7,2446945.0
43.8519,126.5481,2396000.0
40.1167,124.3833,2444697.0
40.7523,120.828,2426000.0
40.6653,122.2297,2428534.0
21.1539,79.0831,2405665.0
15.6167,32.48,2395159.0
-6.2333,107.0,2381053.0
28.6667,77.4167,2375820.0
24.3495,102.5432,2386000.0
-27.4678,153.0281,2360241.0
26.2456,105.934,2353100.0
-6.394,106.8225,2330333.0
33.868,109.9244,2341742.0
32.4831,117.0164,2333896.0
41.7302,125.9471,2324439.0
5.6037,-0.187,2291352.0
33.6,130.4167,2280000.0
35.4906,112.8483,2279146.0
49.25,-123.1,2264823.0
-6.1783,106.6319,2237006.0
34.7736,111.195,2234018.0
23.7333,109.2333,2233900.0
40.7498,-73.7976,2230722.0
35.7278,107.64,2211191.0
36.6239,101.7787,2208708.0
31.6858,118.5101,2202899.0
36.5952,109.4863,2187009.0
40.3667,49.8352,2181800.0
30.7824,106.1281,2174000.0
-17.8292,31.0522,2150000.0
23.1367,-82.3589,2141652.0
11.5696,104.921,2129371.0
29.875,121.5492,2125500.0
2.0408,45.3425,2120000.0
23.2993,116.1586,2118200.0
3.6667,98.6667,2109330.0
33.9562,116.789,2114276.0
24.8141,118.5792,2111000.0
33.9381,-117.3948,2107852.0
39.3051,-76.6144,2106068.0
20.8,106.6667,2103500.0
36.2333,-115.2654,2104198.0
22.4167,107.3667,2099400.0
33.6007,73.0679,2098231.0
6.6833,-1.6167,2069350.0
45.5372,-122.65,2074775.0
22.3,73.2,2065771.0
24.4164,111.5478,2072600.0
35.5412,106.6819,2068033.0
29.4658,-98.5253,2049293.0
-31.9522,115.8589,2039200.0
17.7333,83.3167,2035922.0
37.45,118.4667,2035338.0
32.15,74.1833,2027001.0
45.6148,122.832,2032356.0
41.8708,123.8917,2024000.0
38.6358,-90.2451,2024074.0
12.6458,-7.9922,2009109.0
-0.22,-78.5125,2011388.0
53.9022,27.5618,2009786.0
22.7206,75.8472,1994397.0
38.4795,106.2254,1993088.0
-5.8961,22.4167,1971704.0
34.0,71.5,1970042.0
43.0621,141.3544,1961690.0
32.6447,51.6675,1961260.0
10.5,-66.9333,1943901.0
27.6333,113.85,1933200.0
36.2,37.15,1916781.0
32.525,-117.0333,1922523.0
43.25,76.9,1916822.0
48.2083,16.3725,1911191.0
19.18,72.9633,1886941.0
38.5667,-121.4683,1898019.0
-15.7861,35.0058,1895973.0
22.9833,120.1833,1883831.0
22.2769,113.5678,1891100.0
44.4,26.0833,1883425.0
-25.4297,-49.2719,1879355.0
30.1978,71.4711,1871843.0
40.082,113.2981,1873000.0
19.6097,-99.06,1857188.0
45.2937,130.965,1862165.0
34.75,72.3572,1860310.0
41.2643,123.1772,1858768.0
53.55,10.0,1852478.0
0.05,37.65,1833000.0
-4.2667,15.2833,1827000.0
28.4772,-81.3369,1822394.0
42.0127,121.6486,1819339.0
37.9278,102.6329,1815059.0
-3.1,-60.0167,1802014.0
23.25,77.4167,1798218.0
37.3019,-121.8486,1798103.0
52.23,21.0111,1790658.0
-11.6697,27.4581,1786397.0
7.0667,125.6,1776949.0
20.02,110.32,1776141.0
33.5131,36.2919,1754000.0
34.1299,118.7734,1770000.0
50.8353,4.3314,1743000.0
-15.4167,28.2833,1742979.0
25.3792,68.3683,1732693.0
47.4983,19.0408,1723836.0
39.3408,112.4292,1714857.0
41.4767,-81.6804,1710093.0
41.292,123.761,1709538.0
36.5448,104.1766,1708751.0
40.4396,-79.9762,1703266.0
25.61,85.1414,1684222.0
36.3667,43.1167,1694000.0
14.65,120.9667,1661584.0
30.3004,-97.7522,1687311.0
30.82,108.4,1680000.0
21.4667,109.1,1680000.0
21.4225,39.8261,1675368.0
50.2458,127.4886,1673899.0
29.2942,117.2036,1673200.0
9.538,-13.6773,1667864.0
0.3136,32.5811,1659600.0
39.1413,-84.5061,1662691.0
-8.0539,-34.8808,1653461.0
31.3867,120.9766,1651200.0
24.965,121.2168,1632616.0
39.1239,-94.5541,1636715.0
40.7834,-73.9662,1628706.0
22.15,82.0167,1625502.0
-6.9667,110.4167,1621384.0
30.9083,75.8486,1618879.0
55.0333,82.9167,1602915.0
35.0833,117.15,1603659.0
27.1724,78.0131,1592000.0
35.8327,50.9915,1592492.0
27.9991,120.6561,1588700.0
39.7771,-86.1458,1588961.0
21.1167,-101.6833,1579803.0
19.0333,-98.1833,1576259.0
19.2502,73.1602,1576614.0
9.9197,78.1194,1561129.0
-6.1209,23.5967,1559073.0
35.7497,114.2887,1569208.0
29.61,52.5425,1565572.0
22.8,86.1833,1558000.0
39.9862,-82.985,1562009.0
38.0833,46.2833,1558693.0
10.6333,-71.6333,1551539.0
35.5167,139.7,1539522.0
5.1167,7.3667,1530000.0
-2.9833,104.7644,1535952.0
29.1255,110.4844,1537900.0
34.6913,135.183,1513193.0
35.208,-80.8304,1512923.0
31.65,120.7333,1510100.0
21.6146,110.2794,1509400.0
24.9633,118.3811,1508000.0
28.1958,115.7833,1507402.0
29.9888,103.0007,1507258.0
-1.4558,-48.5039,1499641.0
23.4,110.0833,1496904.0
20.9147,110.0806,1494700.0
35.1667,126.9167,1490092.0
48.1375,11.575,1488202.0
20.0,73.7833,1486053.0
-30.0328,-51.23,1484941.0
10.1667,-68.0,1484430.0
6.1667,6.7833,1483000.0
24.4511,54.3969,1483000.0
36.7335,-76.0435,1478868.0
36.351,127.385,1475221.0
20.7167,-103.4,1476491.0
56.8356,60.6128,1468833.0
32.6832,112.079,1468061.0
35.0117,135.7683,1464890.0
46.6388,131.1545,1462626.0
34.3422,118.0097,1458038.0
32.05,-7.4,1450021.0
50.0,36.2292,1446107.0
31.8775,120.5512,1432044.0
36.008,106.2782,1426000.0
22.8167,89.55,1400689.0
23.6139,58.5922,1421409.0
40.8501,-73.8662,1418207.0
21.9135,110.8481,1414100.0
30.6583,117.4849,1402518.0
28.4353,77.3147,1394000.0
47.9214,106.9055,1396288.0
-16.6806,-49.2564,1393575.0
25.7232,119.3735,1390487.0
44.8167,20.4667,1378682.0
36.7833,119.9556,1378900.0
45.4669,9.19,1366180.0
19.88,75.32,1371330.0
28.3147,112.554,1368117.0
43.0642,-87.9673,1365787.0
29.7132,118.3151,1358980.0
-36.85,174.7833,1346091.0
-5.1331,119.4136,1338663.0
19.45,-70.7,1343423.0
50.0833,14.4167,1335084.0
22.2969,70.7984,1335397.0
27.2578,111.7351,1335900.0
-31.4167,-64.1833,1329604.0
-23.4667,-46.5333,1324781.0
30.515,47.81,1326564.0
35.8617,139.6453,1320571.0
31.7386,-106.487,1321004.0
-34.8667,-56.1667,1319108.0
35.91,117.78,1315942.0
30.9333,117.7667,1311726.0
28.99,77.7,1305429.0
44.8249,126.5451,1304436.0
26.2312,104.0966,1302891.0
21.654,110.6294,1302100.0
37.8576,113.5762,1300000.0
-34.9275,138.6,1295714.0
41.9377,126.4179,1296127.0
26.8808,100.2208,1296000.0
40.8523,122.7474,1293877.0
31.9087,120.2653,1285785.0
33.5819,119.028,1264000.0
37.9874,106.1919,1284000.0
-8.7833,13.3667,1279488.0
10.9639,-74.7964,1274250.0
42.6979,23.3217,1277411.0
-26.2678,27.8586,1271628.0
23.1667,79.9333,1267564.0
32.3852,120.5634,1267066.0
56.3269,44.0075,1264075.0
32.9387,119.8404,1253548.0
23.7928,86.435,1246000.0
14.0833,-87.2167,1250000.0
36.1833,117.6667,1248636.0
25.3575,55.3919,1247749.0
30.6667,113.1667,1247400.0
55.7908,49.1144,1243500.0
37.2858,127.01,1234300.0
33.9317,116.4459,1240382.0
51.05,-114.0667,1239220.0
10.0333,105.7833,1237300.0
9.0556,7.4914,1235880.0
21.9831,96.0844,1225546.0
34.602,105.918,1225000.0
26.5964,104.8314,1221000.0
26.5849,101.7149,1214121.0
3.2167,-51.2167,1209091.0
55.15,61.4,1202371.0
-4.05,39.6667,1200000.0
41.823,-71.4187,1203230.0
25.3189,83.0128,1198491.0
34.64,50.8764,1201158.0
38.9355,100.4553,1199515.0
34.4,132.45,1198021.0
11.8333,13.15,1197497.0
-25.9153,32.5764,1191613.0
25.3,51.5333,1186023.0
-32.9575,-60.6394,1193605.0
14.75,-17.4,1170791.0
27.795,114.9242,1186700.0
31.3203,48.6692,1184788.0
30.3322,-81.6749,1181496.0
24.4667,39.6,1180770.0
34.0911,74.8061,1180570.0
54.9667,73.3833,1178391.0
42.8976,125.1381,1176239.0
-7.7167,109.017,1174964.0
28.2333,117.0,1175000.0
-5.4294,105.2625,1166761.0
53.1833,50.1167,1169719.0
28.2363,113.6984,1168056.0
35.55,129.3167,1166033.0
38.5158,114.9845,1165182.0
-22.9009,-47.0573,1164098.0
27.6961,111.6659,1162928.0
14.7319,-17.4572,1146053.0
29.8239,112.9019,1162770.0
36.0656,113.8153,1160000.0
19.7475,96.115,1160242.0
-1.9536,30.0606,1156663.0
26.4179,112.8457,1151554.0
47.7235,128.8893,1148126.0
6.3176,5.6145,1147188.0
52.48,-1.9025,1137100.0
30.3833,113.4,1140100.0
31.6269,74.877,1132383.0
-12.0611,-77.1333,1129854.0
25.6667,-100.3,1135512.0
27.88,78.08,1131160.0
34.1511,113.4733,1131896.0
19.41,-99.03,1109363.0
32.8752,13.1875,1126000.0
38.7689,125.4505,1127000.0
47.2333,39.7167,1125299.0
14.0942,-87.2067,1126534.0
41.7225,44.7925,1118035.0
26.1722,91.7458,1116267.0
54.7261,55.9475,1115560.0
34.0433,-5.0033,1112072.0
10.9508,106.8221,1104000.0
12.11,15.05,1092066.0
7.5304,5.76,1099931.0
40.7777,-111.9306,1098526.0
21.2186,81.4314,1097000.0
22.5736,88.3251,1077075.0
9.4075,-0.8533,1095808.0
39.737,98.5049,1095947.0
55.6805,12.5615,1085000.0
19.4,-98.9889,1077208.0
30.652,113.8274,1092700.0
43.5036,124.8088,1092692.0
56.0089,92.8719,1083865.0
50.9422,6.9578,1083498.0
31.3697,119.8239,1082929.0
36.0,119.4167,1081960.0
-22.8269,-43.0539,1077687.0
36.1715,-86.7843,1081903.0
40.1814,44.5144,1075800.0
51.1333,71.4333,1078362.0
18.0858,-15.9785,1077169.0
-26.6736,27.9319,1074000.0
37.5295,-77.4756,1075798.0
-2.53,-44.3028,1073893.0
23.3556,85.3347,1073440.0
15.5,-88.0333,1073824.0
32.1724,120.0142,1073921.0
26.215,78.1931,1069276.0
35.1046,-89.9773,1066967.0
37.6564,126.835,1061929.0
16.5167,80.6167,1048240.0
53.5344,-113.4903,1062643.0
42.8667,74.5667,1053900.0
35.99,119.3801,1060000.0
36.8008,10.18,1056247.0
27.6609,113.4946,1060000.0
30.3972,114.8842,1059700.0
10.0678,-69.3467,1059092.0
38.2683,140.8694,1058070.0
47.3139,130.2775,1058665.0
27.7167,85.3667,975453.0
32.6633,-115.4678,1049792.0
51.6717,39.2106,1047549.0
58.0139,56.2489,1048005.0
35.2281,128.6811,1046054.0
37.5139,105.1884,1046000.0
36.8833,118.7333,1039205.0
-6.5917,106.8,1030720.0
35.8325,-78.6435,1038738.0
10.4236,-75.5253,1036412.0
30.7353,76.7911,1026459.0
-25.9667,32.4667,1032197.0
26.2944,73.0278,1033918.0
8.1333,4.25,1032000.0
42.3,69.6,1028673.0
13.5086,2.1111,1026848.0
28.6583,121.4221,1030200.0
12.15,-86.2667,1028808.0
1.0678,104.0167,1029808.0
30.1286,31.2422,1025569.0
-9.6658,-35.735,1025360.0
6.3106,-10.8047,1021762.0
39.6271,121.9972,1024876.0
31.169,112.5853,1022514.0
46.4775,30.7326,1017699.0
18.5425,-72.3386,987310.0
30.0687,-89.9288,1020886.0
17.9892,-92.9281,1013484.0
10.7924,106.7518,1013795.0
48.7086,44.5147,1015586.0
12.3086,76.6531,1014227.0
33.6989,73.0369,1014825.0
22.3559,110.9369,1013900.0
21.2379,81.6337,1010087.0
-16.3988,-71.5369,1008290.0
4.75,7.0,1005904.0
38.1663,-85.6485,1005654.0
32.1287,112.7581,1004741.0
33.4433,114.8994,1003698.0
25.091,104.9011,1004132.0
25.18,75.83,1001694.0
30.192,67.007,1001205.0
45.4247,-75.695,989567.0
59.3294,18.0686,975819.0
15.3333,38.9167,963000.0
8.4833,-13.2331,951000.0
17.9667,102.6,948487.0
31.7833,35.2167,919438.0
4.3732,18.5628,889231.0
9.0,-79.5,880691.0
52.3667,4.8833,862965.0
6.1319,1.2228,837437.0
0.3901,9.4544,797003.0
45.8131,15.9772,790017.0
38.5731,68.7864,778500.0
-13.9833,33.7833,781538.0
6.402,2.518,762000.0
6.9167,79.8333,752993.0
-25.7464,28.1881,741651.0
49.8844,-97.1464,705244.0
46.8139,-71.2081,705103.0
59.9111,10.7528,693494.0
37.9842,23.7281,664046.0
-3.3825,29.3611,658859.0
60.1756,24.9342,642045.0
41.9833,21.4333,640000.0
47.0228,28.8353,639000.0
56.9475,24.1069,614618.0
17.9714,-76.7931,580000.0
34.0253,-6.8361,572717.0
54.6833,25.2833,574147.0
13.6989,-89.1914,567698.0
11.595,43.1481,562000.0
53.3497,-6.2603,553165.0
52.08,4.31,537833.0
-25.3,-57.6333,524190.0
38.708,-9.139,506654.0
48.1447,17.1128,475503.0
43.4186,-80.4728,470015.0
59.4372,24.745,438341.0
33.8869,35.5131,361366.0
-33.925,18.425,433688.0
41.33,19.82,418495.0
-41.2889,174.7772,418500.0
-6.1835,35.746,410956.0
44.6475,-63.5906,403131.0
11.8592,-15.5956,395954.0
-35.2931,149.1269,381488.0
4.85,31.6,372410.0
6.8161,-5.2742,355573.0
48.4283,-123.3647,335696.0
-29.31,27.48,330790.0
35.1725,33.365,330000.0
-22.57,17.0836,322500.0
-9.4789,147.1494,317374.0
6.4833,2.6167,300000.0
-19.0431,-65.2592,300000.0
9.9333,-84.0833,288054.0
46.05,14.5167,286745.0
43.8563,18.4132,275524.0
25.0667,-77.3333,274400.0
-29.1,26.2167,256185.0
14.6104,-61.08,253995.0
28.6139,77.209,249998.0
-24.6569,25.9086,231626.0
5.8667,-55.1667,223757.0
-8.5536,125.5783,222323.0
4.175,73.5083,133019.0
6.7833,-58.1667,200500.0
36.1324,-5.3781,187083.0
-20.8789,55.4481,190047.0
3.7521,8.7737,187302.0
42.4397,19.2661,174515.0
26.225,50.5775,157474.0
-20.1667,57.5,149194.0
12.108,-68.935,150000.0
46.948,7.4474,133798.0
-17.5334,-149.5667,131695.0
49.6106,6.1328,128512.0
64.1475,-21.935,128793.0
14.9177,-23.5092,127832.0
6.9,79.9164,115826.0
13.0975,-59.6167,110000.0
-11.7036,43.2536,111329.0
27.4833,89.6333,104000.0
-26.3208,31.1617,94874.0
-22.2625,166.4443,93060.0
-9.4333,159.95,84520.0
-18.1333,178.4333,88271.0
39.93,32.85,77168.0
14.0167,-60.9833,70000.0
4.933,-52.33,61550.0
0.3333,6.7333,56166.0
-17.7333,168.3167,51437.0
32.2942,-64.7839,52320.0
4.9167,114.9167,50000.0
43.7396,7.4069,36371.0
-3.4283,29.925,41944.0
10.6667,-61.5167,37074.0
-13.8333,-171.8333,37708.0
1.3382,173.0176,28802.0
12.5186,-70.0358,34980.0
49.1858,-2.11,33522.0
13.4531,-16.5775,31356.0
-12.7871,45.275,32057.0
7.0918,171.3802,30000.0
54.15,-4.4819,27938.0
19.2866,-81.3744,27704.0
-4.6236,55.4544,26450.0
13.1667,-61.2333,25000.0
42.5,1.5,22615.0
17.1211,-61.8447,21926.0
-21.1347,-175.2083,23221.0
37.95,58.3833,19426.0
64.175,-51.7333,18326.0
17.25,-88.7675,17222.0
15.3,-61.3833,16582.0
17.2983,-62.7342,13220.0
62.0,-6.7833,13326.0
-14.274,-170.7046,12576.0
35.8978,14.5125,6444.0
31.5069,34.456,
21.4664,-71.136,5801.0
6.9178,158.185,6227.0
-8.5243,179.1942,6025.0
47.1397,9.5219,5668.0
-26.4465,31.2064,5800.0
-21.207,-159.771,5445.0
12.0444,-61.7417,4315.0
43.932,12.4484,4040.0
31.7764,35.2269,
15.2137,145.7546,2500.0
-51.7,-57.85,2213.0
41.9033,12.4534,825.0
-19.056,-169.921,1611.0
16.0104,-61.7055,307.0
13.4745,144.7504,1051.0
18.0706,-63.0847,
-15.9251,-5.7179,714.0
16.7928,-62.2106,391.0
18.0256,-63.0492,
-0.5477,166.9209,
42.6633,21.1622,
17.8958,-62.8508,
18.4167,-64.6167,
7.5006,134.6242,271.0
46.7811,-56.1764,
18.2167,-63.05,
-13.2825,-176.1736,
-29.0569,167.9617,
78.2167,15.6333,
26.0928,-10.6089,
-25.0667,-130.0833,
-10.4167,105.7167,
-54.2833,-36.5,
28.364,79.415,1000000.0
16.06,108.25,1000000.0
24.1681,115.6669,993000.0
32.8534,120.3037,990306.0
31.05,31.3833,960423.0
24.1878,113.4042,986400.0
35.6073,140.1064,981738.0
0.5333,101.45,983356.0
22.7645,111.5745,984100.0
48.4675,35.04,980948.0
31.9948,119.575,980662.0
-6.9838,-60.2699,980588.0
19.5,109.5833,977700.0
6.9167,122.0833,977234.0
35.4667,44.4,975000.0
40.8333,14.25,966144.0
21.4283,110.7749,972400.0
31.8131,121.6574,972525.0
35.4676,-97.5136,972943.0
19.7683,-101.1894,962555.0
10.293,123.902,964169.0
30.0,120.5833,961200.0
11.0,76.9667,959823.0
18.4855,-69.8734,948855.0
35.6464,139.6533,940509.0
37.4386,127.1378,948757.0
22.2486,112.785,953900.0
21.6,108.3,953300.0
17.6715,75.9104,951558.0
35.7767,-5.8039,947952.0
36.3619,119.1072,947723.0
36.186,116.772,946627.0
34.3167,47.0686,945651.0
33.8833,130.8833,935084.0
34.1736,112.839,936000.0
15.6333,32.6333,936349.0
0.5153,25.1911,935977.0
21.876,-102.296,934424.0
31.6295,-7.9811,928850.0
48.0089,37.8042,929063.0
